,Date,City,State,Country,Shape,Duration,Summary,Posted,Images
326,8/13/22 21:10,Palmdale,CA,USA,Changing,Approx 10 mins,Light formations,9/9/22,
327,8/13/22 21:01,Marion,IN,USA,Changing,30min to jr,Add on to last report,10/8/22,Yes
328,8/13/22 21:01,Buxton,ME,USA,Triangle,3 minutes,Direct overhead fly over with good video,9/9/22,Yes
329,8/13/22 20:30,Santa Rosa,CA,USA,Light,15 minutes,Orbs comming out of the mountain over the city of Santa Rosa,9/9/22,
330,8/13/22 16:25,Wenonah,NJ,USA,Sphere,20 min,White shiny sphere hovering then traveling very slowly from N to S then 90 degree turn east. Possibly two tone black/wht.,9/9/22,Yes
331,8/13/22 14:48,Hot Springs,AR,USA,Changing,90 seconds,Reflective sphere that morphs to looking like a square moving accross a mountian ridge then dips into a valley blending into the trees,9/9/22,Yes
332,8/13/22 04:58,Falls Church,VA,USA,Rectangle,1 minute,"With Iphone took a picture of the full moon, two times quickly",10/8/22,
333,8/13/22 03:20,Nampa,ID,USA,Light,30 minutes of observing,Saw a big explosion in sky within seconds the 1st ufo appeared was flying in strange pattern and hovering. 2nd was seen 20 min later,9/9/22,
334,8/13/22 01:30,Cleveland,OH,USA,,2 hours,Tone in the air.,9/9/22,
335,8/13/22 01:00,Between Corinth and Burnsville,MS,USA,Light,aprx 10 s,Saw the light pulsate 5 times while moving toward the SE.,9/9/22,
336,8/13/22 00:07,Eureka,CA,USA,Changing,90 sec,Captured pics of glowing ufo,9/9/22,
337,8/13/22 00:01,Chapel Hill,NC,USA,Star,15 minutes,Satellite with red and blue lights flew close by then 3 distant satellites disappeared within seconds of each other,9/9/22,
338,8/12/22 22:30,Centreville,MD,USA,Circle,5 + minutes,Pulsating and moving light that changed colors,9/9/22,Yes
339,8/12/22 21:54,Clinton,IL,USA,Cylinder,,Spiral light flashing in the sky,9/9/22,Yes
340,8/12/22 21:45,Wilmington,NC,USA,Unknown,>1min,Slowly spinning and moving teal illuminated craft,10/8/22,Yes
341,8/12/22 18:30,Berkley,MI,USA,Circle,25 minutes,6 stationary objects very high in a clear sky. One object was stationary but rotating.,9/9/22,
342,8/12/22 05:30,Abbeville,MS,USA,,1 minute,I don't believe what I saw was a craft.,9/9/22,
343,8/12/22 02:07,Franklinton,LA,USA,Light,Over 30 minutes,5 lights in my neighbors field that blinked and spun.,9/9/22,
344,8/12/22 02:00,NY,NY,USA,Star,25+ min,"Star like object pulsing, above it a spuratic light pulsing and changing locations. Something shot down to earth large orange oval.",9/9/22,Yes
345,8/11/22 23:15,C.B.R.M. (Canada),NS,Canada,Light,7minute,UFO's pass each other on their own highway in the stars,8/28/03,
346,8/11/22 23:00,Youngstown,NY,USA,Light,1 second,"No light seen beforehand, light comes out of nowhere and drops below treeline within a second.",9/9/22,
347,8/11/22 22:38,Gatineau,Quebec,Canada,Sphere,quarter of a second,"A sphere, interesting because it simply blinked on and off in about a quarter of a second; no dectable direction of flight",12/22/22,Yes
348,8/11/22 22:15,Duvall,,,Light,A few minutes,Small light in night sky moving in an unnatural way and unlike any known aircraft.,9/9/22,
349,8/11/22 22:08,Lebanon,OR,USA,Triangle,Four minutes,A stationary or slow moving object either dimly lit or illuminated by the moon.,9/9/22,Yes
350,8/11/22 22:05,Wayne,NE,USA,Diamond,30 seconds,We saw a bright diamond shape fly across the sky.,9/9/22,
351,8/11/22 22:00,Union Springs,NY,USA,Unknown,20 minutes,Hovering bright light thought to possibly be Venus near the horizon intensity grew brighter then it turned north until out of sight.,9/9/22,
352,8/11/22 22:00,New York,NY,USA,Unknown,10-15 mins,Large hovering lights spotted,10/8/22,
353,8/11/22 21:30,West Molesey,Surrey,United Kingdom,Light,30 mins,Bright white light silently moving East to West at impossible speed back at least 6 times over 30 minute period.,9/9/22,
354,8/11/22 21:14,Willimantic,CT,USA,Triangle,3minutes,2 craft flying side by side,9/9/22,
355,8/11/22 20:59,Leicester,Leicestershire,United Kingdom,Unknown,20 mins,Unexplainable bright object in sky,9/9/22,Yes
356,8/11/22 20:57,Newcastle-Under-Lyme,Staffordshire,United Kingdom,Light,5 minutes,A moving/hovering light appeared and then disappeared whilst observing,9/9/22,
357,8/11/22 20:15,AFTON,VA,USA,Oval,3 camera shots,"Capturing cloud pics on iPhone in eve at 2015, 2016 and 2020 AFTON Va",9/9/22,Yes
358,8/11/22 01:00,Covington,WA,USA,Triangle,3 seconds about,"We were driving by the real life church to McDonald’s and I saw the “thing” to my right, and my friend saw a craft while we were eating",9/9/22,
359,8/11/22 00:01,Penumuli,Andhra Pradesh,India,Other,Until next day morning,It's complicated. I came back from the US with schizophrenia. But it's probably the virus. I am not sure. It's no safe.,10/8/22,Yes
360,8/10/22 23:45,Youngstown,NY,USA,Light,15 minutes,See one craft darting around all directions in the sky. Then something zips over the tree-line literally right in front of us.,9/9/22,
