,Date,City,State,Country,Shape,Duration,Summary,Posted,Images
88,11/19/22 21:03,Holly Hill,SC,USA,Diamond,Approx 10minutes,"Diamond shape figure. Hoovering in one area, it had red, green, blue lights flashing on it. At times it would make a sudden jerk upward",12/22/22,
89,11/19/22 19:36,Winston Salem,NC,USA,Circle,"About 1 min, took pic.","Circle shaped, lights (different colors) around, dark gray color, very large size, humming sounds as slow passing. Another person w",12/22/22,Yes
90,11/19/22 18:07,Brandywine,MD,USA,Circle,1 minute,Slow moving light with blue aura about 2/3rds through the video,12/22/22,
91,11/19/22 18:05,Eugene,OR,USA,Changing,15 to 20 minutes total,"t had red, white lights went back and forth. Hovering and quick, then zig zag motions.",12/22/22,
92,11/19/22 17:55,Chicago,IL,USA,Rectangle,A minute or so,A green unidentified flying object appeared while I was taking a video,12/22/22,Yes
93,11/19/22 15:51,bellgrade,MT,USA,Disk,about 2 minutes,UFO/ UAP over Bozeman Montana. Ship was at least 100 yards width and 20 yards hight hovering for two min and disappearing in a flash,12/22/22,
94,11/19/22 07:10,Fulks Run,VA,USA,Changing,since7pm last night,I'm still covered in goose bumps sleep was impossible life has been forever changed,12/22/22,
95,11/19/22 02:40,St Louis,MO,USA,Triangle,1 minute,Triangle Shaped Reflective Cloak,12/22/22,
96,11/18/22 22:46,Morpeth,Northumberland,United Kingdom,Triangle,1 minute,Bright triangle craft,12/22/22,
97,11/18/22 19:14,Mount Horeb,WI,USA,Other,3-5 seconds,"almost satellite/telescope shaped but was either very large or very close. flew soundlessly and smoothly, rotated as it went",12/22/22,Yes
98,11/18/22 18:00,Payson,AZ,USA,Circle,10 minutes,6-8 Orange balls of light following each other,12/22/22,
99,11/18/22 02:00,Fallbrook,CA,USA,Triangle,,Flashing moving object,12/22/22,Yes
100,11/18/22 01:19,Northridge,CA,USA,Oval,2 minutes,Similar in brightness to a satellite. Two points (front/rear?) with “reflection” showing oval to round shape.,12/22/22,
101,11/18/22 00:46,The Villages,FL,USA,Circle,3-5 minutes,Circular pattern of 4-5 small white discs or orbs,12/22/22,
102,11/18/22 00:14,Leavenworth,WA,USA,Cross,2hr,Light,12/22/22,Yes
103,11/17/22 23:02,West Hollywood,CA,USA,Changing,25 min,This is exactly the craft Roger Marsh witnessed.,12/22/22,
104,11/17/22 22:02,Vestavia Hills,AL,USA,Formation,45 seconds,Strange gray object that seemed like a formation of many objects that changed shape as it moved,12/22/22,Yes
105,11/17/22 20:31,Newcastle,WA,USA,Light,,Plasma shape shifting bright ball,12/22/22,
106,11/17/22 11:24,Hayden,ID,USA,Unknown,,"This sound woke me up, and I hurried outside and eventually took my boots off to quickly videotape this.",12/22/22,
107,11/17/22 08:51,Casa Grande,AZ,USA,Sphere,3 maybe 4 minutes,I witnessed a round very bright ball of light. No sound nothing else in the sky. In a blink of an eye it was gone off to the east.,12/22/22,
108,11/17/22 07:24,Ponce inlet,FL,USA,Teardrop,,Saw a ufo in a pic I took after the fact,12/22/22,Yes
109,11/17/22 03:25,Vermillion,null,USA,Unknown,It was around 3:30 am,I started to record this light through my peephole and I caught the light gradually changing I captured something a being of some sort.,12/22/22,Yes
110,11/17/22 01:35,Columbus,null,,Light,2 minutes,Erratically flying orbs were darting back and forth until they disappeared altogether.,12/22/22,Yes
111,11/17/22 00:45,The Villages,FL,USA,Circle,4-5 minutes,"Spotlight-like circlesoriginating from ISS, illuminating the underside of cloud cover",12/22/22,
112,11/16/22 20:34,Abiquiu,NM,USA,Light,Hours,Lights hovering parallel to the ground along a fence and off the cliff,12/22/22,Yes
113,11/16/22 20:03,Summerville,SC,USA,Light,80 seconds,"3 groups of lights were seen moving quickly, silently, over our property",12/22/22,
114,11/16/22 19:40,Waterford,MI,USA,Sphere,"4 seconds, approx.",Clear/ white sphere appeared suddenly,12/22/22,
115,11/16/22 18:04,Llandudno,Wales,United Kingdom,Teardrop,6 minutes,"Criss cross, very fast then gone",12/22/22,
116,11/16/22 17:30,Wilmington,NC,USA,Cigar,<20 seconds,Observed a very slow moving unmarked cigar tube shaped craft moving in the air at very low altitude in straight East to West direction,12/22/22,
117,11/16/22 13:40,Sun City West,AZ,USA,Teardrop,A few seconds,Silver object,12/22/22,
118,11/16/22 13:32,Scottsdale,AZ,USA,Cigar,10 seconds,"A bright silver cigar shaped object was floating, completely motionless in the sky and then disappeared in about 10 seconds",12/22/22,Yes
119,11/16/22 01:00,Columbia,,USA,Circle,20 seconds,"Driving home from friends, Seeings massive craft about 150-200 feet in the air with orange dim lights on the bottom above woods.",12/22/22,
